Timestamp,Temperature (Celsius)
2024-10-16 11:43:59,39.25
2024-10-16 11:44:01,39.3125
2024-10-16 11:44:04,39.3125
2024-10-16 11:44:06,39.3125
2024-10-16 11:44:08,39.3125
2024-10-16 11:44:11,39.3125
2024-10-16 11:44:13,39.3125
2024-10-16 11:44:16,39.3125
2024-10-16 11:44:18,39.375
2024-10-16 11:44:20,39.375
2024-10-16 11:44:23,39.375
2024-10-16 11:44:25,39.375
2024-10-16 11:44:28,39.375
2024-10-16 11:44:30,39.375
2024-10-16 11:44:32,39.4375
2024-10-16 11:44:35,39.375
2024-10-16 11:44:37,39.4375
2024-10-16 11:44:40,39.375
2024-10-16 11:44:42,39.4375
2024-10-16 11:44:45,39.4375
2024-10-16 11:44:47,39.4375
2024-10-16 11:44:49,39.4375
2024-10-16 11:44:52,39.4375
2024-10-16 11:44:54,39.4375
2024-10-16 11:44:57,39.5
2024-10-16 11:44:59,39.4375
2024-10-16 11:45:01,39.5
2024-10-16 11:45:04,39.5
2024-10-16 11:45:06,39.5
2024-10-16 11:45:09,39.5
2024-10-16 11:45:11,39.5
2024-10-16 11:45:13,39.5
2024-10-16 11:45:16,39.5
2024-10-16 11:45:18,39.5
2024-10-16 11:45:21,39.5
2024-10-16 11:45:23,39.5625
2024-10-16 11:45:25,39.5625
2024-10-16 11:45:28,39.5625
2024-10-16 11:45:30,39.5
2024-10-16 11:45:33,39.5625
2024-10-16 11:45:35,39.5625
2024-10-16 11:45:37,39.5625
2024-10-16 11:45:40,39.5625
2024-10-16 11:45:42,39.5625
2024-10-16 11:45:45,39.5625
2024-10-16 11:45:47,39.5625
2024-10-16 11:45:49,39.625
